id,entering,leaving,passthrough,totalVolume
UNIV4,661,0,0,661
BUITRE2,313,48,613,926
MELEN2,111,104,822,933
CAPRI2,80,37,896,976
CALDAS2,139,124,852,991
PAMPA2,147,108,883,1030
UDP6,70,31,999,1069
TEQUE4,169,137,932,1101
ESTAD2,144,219,882,1026
SANBO2,184,192,834,1018
SANPAS2,134,143,875,1009
PTCUY6,134,46,963,1097
TORRE4,224,125,972,1196
VERSALL2,42,111,1085,1127
L.AMERI2,32,286,841,873
PRADNOR2,3,118,755,758
VIPASA2,3,159,599,602
ALAMOS2,3,321,281,284
TMENGA5,0,284,0,0
