id,entering,leaving,passthrough,totalVolume
UNIV4,466,0,0,466
BUITRE2,236,18,448,684
MELEN2,91,54,630,721
CAPRI2,110,17,704,814
PAMPA2,207,66,748,955
UDP4,175,104,851,1026
TEQUE4,300,71,955,1255
ESTAD2,268,108,1147,1415
SANPAS2,115,18,1397,1512
TORRE2,192,192,1320,1512
POPU4,12,154,1358,1370
SALOM2,7,187,1183,1190
FLORAI2,5,387,803,808
CHIMI2,0,808,0,0
